ID,Measure,Measure_type,Ethnicity,Ethnicity_type,Time,Time_Type,Region,Value,confidence_interval,Numerator,denominator,samp_size
7100_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2009,year,All,6.7,0.6,133000,1981700,14308
7107_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2009,year,East Midlands,5.9,3,6000,102500,588
7117_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2009,year,East of England,4.2,1.8,8600,202200,1201
7131_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2009,year,London,7.2,1.5,45400,634800,2784
7135_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2009,year,North East,7.4,5.3,1500,19800,234
7142_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2009,year,North West,5.8,2.5,5700,98900,808
7156_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2009,year,Scotland,9,1.4,24400,270000,3850
7168_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2009,year,South East,5.5,1.6,17600,322900,2053
7176_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2009,year,South West,5.7,2.4,7200,125800,897
7183_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2009,year,Wales,8.5,3.2,3900,45300,751
7190_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2009,year,West Midlands,6.5,3.2,5100,77800,579
7196_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2009,year,Yorkshire and The Humber,9.3,3.8,7600,81700,563
7211_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2010,year,All,7.6,0.1,2341200,30611600,257336
7226_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2010,year,East Midlands,7.4,0.5,168900,2273900,13004
7241_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2010,year,East of England,6.6,0.4,194800,2962000,16797
7256_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2010,year,London,8.9,0.4,371900,4174600,21513
7271_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2010,year,North East,9.7,0.5,120800,1246100,16491
7286_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2010,year,North West,8,0.3,274700,3454400,32999
7301_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2010,year,Scotland,7.7,0.3,205500,2685200,38317
7316_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2010,year,South East,6,0.3,266600,4451700,26835
7330_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2010,year,South West,5.9,0.3,158100,2666100,19779
7345_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2010,year,Wales,8.3,0.3,119300,1438900,29220
7360_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2010,year,West Midlands,8.8,0.4,236200,2671100,21044
7375_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2010,year,Yorkshire and The Humber,8.7,0.4,224500,2587700,21337
7390_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2010,year,All,10.8,0.9,182300,1694200,11935
7399_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2010,year,East Midlands,9.8,2.9,12700,129600,1014
7407_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2010,year,East of England,8.9,3.3,9200,103700,731
7419_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2010,year,London,10.7,1.6,70300,660300,3360
7425_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2010,year,North East,13,5.5,3400,25800,361
7437_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2010,year,North West,11.2,2.4,17500,156300,1662
7443_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2010,year,Scotland,9.5,4.3,4400,46800,445
7455_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2010,year,South East,8.2,2.3,14800,180600,1325
7459_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2010,year,South West,7.9,5.2,3100,39600,261
7464_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2010,year,Wales,9.2,5,2400,25900,319
7476_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2010,year,West Midlands,13.7,2.7,28900,210800,1607
7484_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2010,year,Yorkshire and The Humber,13.5,3.6,15500,114700,850
7497_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2010,year,All,8.8,1.7,36300,410300,2776
7500_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2010,year,East Midlands,10.9,7.3,2200,20200,176
7502_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2010,year,East of England,5.2,5,1800,34200,193
7509_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2010,year,London,9.4,2.9,17700,188600,953
7512_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2010,year,North East,8.4,7.8,700,8400,122
7514_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2010,year,North West,8.8,5.4,2500,28600,267
7517_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2010,year,Scotland,9,7.4,1300,13900,144
7520_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2010,year,South East,5.9,3.7,3400,58300,393
7523_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2010,year,Wales,8,7.3,700,8200,134
7524_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2010,year,West Midlands,14.8,9,3100,20600,149
7525_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2010,year,Yorkshire and The Humber,11.5,8.2,1800,15900,147
7537_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2010,year,All,16.4,1.7,129100,788000,4592
7541_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2010,year,East Midlands,19,7.4,7100,37600,269
7546_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2010,year,East of England,9.4,5.2,4900,51600,307
7560_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2010,year,London,17.1,2.4,76400,447100,2265
7565_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2010,year,North West,18.6,6.6,7600,41100,329
7570_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2010,year,South East,10.8,5,6600,60700,373
7573_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2010,year,South West,5.6,7,1000,17600,104
7577_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2010,year,West Midlands,19.5,5.4,14800,75800,515
7581_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2010,year,Yorkshire and The Humber,18,8.7,5900,32500,188
7595_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2010,year,All,7.9,1.2,60100,758800,4777
7602_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2010,year,East Midlands,7.4,3.2,6200,84300,630
7606_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2010,year,East of England,8.9,5.7,3800,43000,241
7618_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2010,year,London,8.4,2.3,25800,308300,1406
7621_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2010,year,North East,19,11.2,1900,10200,117
7625_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2010,year,North West,6.7,3.6,3300,49300,464
7628_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2010,year,Scotland,5.9,6.4,900,15900,131
7632_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2010,year,South East,5.1,2.9,3900,75900,544
7635_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2010,year,South West,7.4,7.5,1500,20800,119
7641_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2010,year,West Midlands,10.2,3.3,10800,105500,832
7645_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2010,year,Yorkshire and The Humber,5,4.8,1800,35300,197
7654_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2010,year,All,15.4,2.9,39900,259400,1512
7657_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2010,year,East of England,19.4,10.6,5600,29000,134
7660_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2010,year,London,13.7,5.5,11600,84700,381
7663_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2010,year,North West,15.4,8.3,3400,22000,182
7664_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2010,year,South East,13,7.5,4700,35900,195
7666_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2010,year,West Midlands,12.5,8.6,3300,26000,142
7678_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2010,year,All,13.1,1.9,59300,451200,2997
7681_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2010,year,East Midlands,15.6,10.5,2800,18100,114
7683_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2010,year,East of England,8,6.6,2500,30600,164
7692_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2010,year,London,15.4,3.2,33600,218300,1198
7697_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2010,year,North West,13,5.9,4400,34200,310
7701_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2010,year,Scotland,7.3,6.2,1000,14000,171
7704_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2010,year,South East,6.5,4.2,3700,57000,331
7707_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2010,year,South West,11,8.7,1800,16700,124
7708_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2010,year,Wales,7.7,7.5,800,9900,122
7710_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2010,year,West Midlands,17.9,8.2,4500,25300,209
7713_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2010,year,Yorkshire and The Humber,15,8.7,3000,20100,161
7726_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2010,year,All,12.9,0.7,410600,3192900,21036
7740_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2010,year,East Midlands,12.9,2.7,25700,199400,1492
7755_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2010,year,East of England,10.3,2.6,22200,215000,1336
7770_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2010,year,London,13.6,1.3,191900,1410400,7204
7781_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2010,year,North East,15.7,4.7,6700,42800,567
7793_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2010,year,North West,13,2.1,33000,253700,2483
7804_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2010,year,Scotland,10.6,3.4,8300,79100,782
7818_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2010,year,South East,8.9,1.9,29800,334200,2224
7830_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2010,year,South West,9.1,3.7,7900,87000,572
7843_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2010,year,Wales,11.3,4,5600,49700,614
7855_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2010,year,West Midlands,15.2,2.2,51500,338000,2473
7869_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2010,year,Yorkshire and The Humber,15.2,3.1,28000,183800,1289
7883_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2010,year,All,16.4,1.7,85900,525100,4382
7887_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2010,year,East Midlands,17,8.1,4300,25100,208
7890_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2010,year,East of England,13.7,6.2,3600,26500,297
7899_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2010,year,London,16.5,3.6,26900,163400,1001
7902_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2010,year,North East,10,8.4,700,7200,122
7909_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2010,year,North West,14.9,3.6,11700,78400,931
7913_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2010,year,Scotland,13.2,8,2200,17100,170
7917_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2010,year,South East,16.2,5.8,7500,46400,388
7924_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2010,year,West Midlands,17.8,4.7,15100,84800,626
7931_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2010,year,Yorkshire and The Humber,18.8,5.4,11900,63500,506
7934_unemployment_region,Unemployed,Percentage of individuals unemployed,Unknown,ONS 2011 5+1,2010,year,All,8,5.6,2400,29500,228
7949_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2010,year,All,7,0.2,1928200,27389200,236072
